pdf_file,page,annot_type,rect_x0,rect_y0,rect_x1,rect_y1,contents,info_title,info_subject,info_content
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",502.0,778.0,512.0,789.0,,AutoCAD SHX Text,,19
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",480.0,779.0,490.0,791.0,,AutoCAD SHX Text,,20
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",464.0,793.0,474.0,804.0,,AutoCAD SHX Text,,21
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",461.0,782.0,471.0,794.0,,AutoCAD SHX Text,,22
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",447.0,764.0,457.0,776.0,,AutoCAD SHX Text,,23
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",430.0,759.0,440.0,771.0,,AutoCAD SHX Text,,24
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",407.0,751.0,417.0,763.0,,AutoCAD SHX Text,,25
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",405.0,778.0,414.0,790.0,,AutoCAD SHX Text,,26
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",391.0,783.0,401.0,795.0,,AutoCAD SHX Text,,27
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",383.0,765.0,393.0,777.0,,AutoCAD SHX Text,,28
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",376.0,779.0,386.0,791.0,,AutoCAD SHX Text,,29
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",382.0,788.0,391.0,800.0,,AutoCAD SHX Text,,30
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",364.0,803.0,374.0,815.0,,AutoCAD SHX Text,,33
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",347.0,813.0,356.0,825.0,,AutoCAD SHX Text,,32
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",337.0,821.0,347.0,832.0,,AutoCAD SHX Text,,31
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",310.0,787.0,320.0,799.0,,AutoCAD SHX Text,,35
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",318.0,781.0,327.0,793.0,,AutoCAD SHX Text,,36
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",323.0,776.0,333.0,788.0,,AutoCAD SHX Text,,37
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",347.0,754.0,357.0,766.0,,AutoCAD SHX Text,,38
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",357.0,763.0,367.0,775.0,,AutoCAD SHX Text,,34
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",332.0,736.0,342.0,748.0,,AutoCAD SHX Text,,39
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",317.0,735.0,327.0,746.0,,AutoCAD SHX Text,,41
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",306.0,740.0,316.0,752.0,,AutoCAD SHX Text,,40
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",309.0,706.0,319.0,723.0,,AutoCAD SHX Text,,43.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",306.0,726.0,315.0,738.0,,AutoCAD SHX Text,,43
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",281.0,729.0,290.0,741.0,,AutoCAD SHX Text,,42
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",289.0,659.0,299.0,670.0,,AutoCAD SHX Text,,51
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",324.0,676.0,334.0,688.0,,AutoCAD SHX Text,,50
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",351.0,677.0,361.0,689.0,,AutoCAD SHX Text,,49
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",404.0,658.0,414.0,670.0,,AutoCAD SHX Text,,47
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",415.0,674.0,424.0,686.0,,AutoCAD SHX Text,,46
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",419.0,684.0,429.0,696.0,,AutoCAD SHX Text,,45
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",451.0,683.0,460.0,695.0,,AutoCAD SHX Text,,44
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",324.0,641.0,334.0,653.0,,AutoCAD SHX Text,,53
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",323.0,621.0,333.0,637.0,,AutoCAD SHX Text,,52.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",337.0,632.0,347.0,644.0,,AutoCAD SHX Text,,52
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",327.0,601.0,337.0,613.0,,AutoCAD SHX Text,,54
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",307.0,603.0,317.0,615.0,,AutoCAD SHX Text,,55
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",296.0,610.0,306.0,622.0,,AutoCAD SHX Text,,60
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",278.0,611.0,288.0,622.0,,AutoCAD SHX Text,,61
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",347.0,573.0,357.0,585.0,,AutoCAD SHX Text,,56
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",328.0,570.0,338.0,587.0,,AutoCAD SHX Text,,56.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",248.0,586.0,258.0,597.0,,AutoCAD SHX Text,,62
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",248.0,606.0,258.0,618.0,,AutoCAD SHX Text,,63
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",229.0,604.0,239.0,616.0,,AutoCAD SHX Text,,66
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",216.0,591.0,225.0,602.0,,AutoCAD SHX Text,,67
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",357.0,694.0,367.0,706.0,,AutoCAD SHX Text,,48
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",398.0,944.0,408.0,956.0,,AutoCAD SHX Text,,6.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",320.0,585.0,330.0,597.0,,AutoCAD SHX Text,,57
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",227.0,520.0,237.0,532.0,,AutoCAD SHX Text,,75
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",212.0,526.0,222.0,538.0,,AutoCAD SHX Text,,74
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",200.0,500.0,210.0,518.0,,AutoCAD SHX Text,,75.6
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",203.0,481.0,213.0,498.0,,AutoCAD SHX Text,,75.5
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",243.0,499.0,252.0,517.0,,AutoCAD SHX Text,,75.4
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",242.0,481.0,252.0,499.0,,AutoCAD SHX Text,,75.3
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",240.0,515.0,250.0,536.0,,AutoCAD SHX Text,,75.25
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",269.0,506.0,279.0,522.0,,AutoCAD SHX Text,,75.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",259.0,517.0,269.0,534.0,,AutoCAD SHX Text,,75.2
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",268.0,490.0,278.0,502.0,,AutoCAD SHX Text,,76
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",270.0,468.0,280.0,484.0,,AutoCAD SHX Text,,76.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",254.0,475.0,264.0,492.0,,AutoCAD SHX Text,,76.2
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",278.0,460.0,288.0,477.0,,AutoCAD SHX Text,,76.3
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",266.0,432.0,276.0,451.0,,AutoCAD SHX Text,,76.41
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",258.0,431.0,268.0,452.0,,AutoCAD SHX Text,,76.42
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",266.0,400.0,276.0,421.0,,AutoCAD SHX Text,,76.43
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",302.0,379.0,312.0,394.0,,AutoCAD SHX Text,,112
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",290.0,362.0,300.0,380.0,,AutoCAD SHX Text,,77.2
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",279.0,383.0,289.0,396.0,,AutoCAD SHX Text,,77
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",267.0,381.0,276.0,397.0,,AutoCAD SHX Text,,77.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",260.0,372.0,270.0,390.0,,AutoCAD SHX Text,,77.3
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",248.0,388.0,258.0,405.0,,AutoCAD SHX Text,,77.4
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",247.0,367.0,257.0,385.0,,AutoCAD SHX Text,,77.5
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",243.0,350.0,252.0,368.0,,AutoCAD SHX Text,,77.6
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",206.0,336.0,216.0,354.0,,AutoCAD SHX Text,,76.5
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",241.0,266.0,251.0,278.0,,AutoCAD SHX Text,,79
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",227.0,249.0,236.0,260.0,,AutoCAD SHX Text,,81
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",242.0,249.0,252.0,261.0,,AutoCAD SHX Text,,80
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",263.0,255.0,273.0,267.0,,AutoCAD SHX Text,,82
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",417.0,620.0,427.0,632.0,,AutoCAD SHX Text,,83
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",425.0,605.0,435.0,617.0,,AutoCAD SHX Text,,84
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",410.0,605.0,419.0,618.0,,AutoCAD SHX Text,,85
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",405.0,586.0,415.0,599.0,,AutoCAD SHX Text,,86
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",421.0,551.0,431.0,563.0,,AutoCAD SHX Text,,87
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",422.0,530.0,432.0,542.0,,AutoCAD SHX Text,,89
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",408.0,546.0,418.0,558.0,,AutoCAD SHX Text,,88
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",408.0,482.0,418.0,494.0,,AutoCAD SHX Text,,93
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",420.0,486.0,429.0,498.0,,AutoCAD SHX Text,,92
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",409.0,467.0,419.0,479.0,,AutoCAD SHX Text,,94
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",420.0,408.0,430.0,427.0,,AutoCAD SHX Text,,100.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",432.0,430.0,442.0,444.0,,AutoCAD SHX Text,,101
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",509.0,517.0,519.0,529.0,,AutoCAD SHX Text,,95
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",498.0,501.0,508.0,513.0,,AutoCAD SHX Text,,96
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",486.0,501.0,496.0,513.0,,AutoCAD SHX Text,,97
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",531.0,431.0,541.0,444.0,,AutoCAD SHX Text,,98
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",529.0,414.0,539.0,426.0,,AutoCAD SHX Text,,99
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",385.0,429.0,395.0,444.0,,AutoCAD SHX Text,,102
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",373.0,425.0,383.0,439.0,,AutoCAD SHX Text,,111
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",358.0,336.0,368.0,351.0,,AutoCAD SHX Text,,114
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",344.0,333.0,354.0,348.0,,AutoCAD SHX Text,,115
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",353.0,311.0,363.0,330.0,,AutoCAD SHX Text,,116.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",324.0,305.0,333.0,318.0,,AutoCAD SHX Text,,116
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",335.0,253.0,343.0,270.0,,AutoCAD SHX Text,,116.2
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",502.0,343.0,511.0,362.0,,AutoCAD SHX Text,,149P
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",499.0,325.0,509.0,340.0,,AutoCAD SHX Text,,150
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",483.0,317.0,492.0,331.0,,AutoCAD SHX Text,,151
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",446.0,335.0,456.0,350.0,,AutoCAD SHX Text,,153
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",433.0,353.0,443.0,369.0,,AutoCAD SHX Text,,152
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",432.0,331.0,442.0,346.0,,AutoCAD SHX Text,,154
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",409.0,306.0,419.0,321.0,,AutoCAD SHX Text,,155
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",412.0,290.0,422.0,305.0,,AutoCAD SHX Text,,156
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",396.0,267.0,406.0,283.0,,AutoCAD SHX Text,,158
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",411.0,260.0,420.0,275.0,,AutoCAD SHX Text,,157
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",413.0,247.0,422.0,263.0,,AutoCAD SHX Text,,147
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",378.0,245.0,388.0,260.0,,AutoCAD SHX Text,,159
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",687.0,192.0,695.0,204.0,,AutoCAD SHX Text,,118
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",681.0,203.0,689.0,219.0,,AutoCAD SHX Text,,118.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",655.0,279.0,664.0,296.0,,AutoCAD SHX Text,,122.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",596.0,302.0,605.0,315.0,,AutoCAD SHX Text,,123
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",594.0,328.0,603.0,341.0,,AutoCAD SHX Text,,120
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",610.0,331.0,619.0,344.0,,AutoCAD SHX Text,,119
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",583.0,318.0,592.0,330.0,,AutoCAD SHX Text,,121
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",592.0,212.0,601.0,225.0,,AutoCAD SHX Text,,125
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",583.0,214.0,591.0,226.0,,AutoCAD SHX Text,,126
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",544.0,278.0,553.0,291.0,,AutoCAD SHX Text,,130
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",535.0,290.0,543.0,306.0,,AutoCAD SHX Text,,130.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",512.0,289.0,521.0,301.0,,AutoCAD SHX Text,,141
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",500.0,255.0,509.0,268.0,,AutoCAD SHX Text,,132
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",502.0,231.0,511.0,243.0,,AutoCAD SHX Text,,131
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",512.0,160.0,521.0,173.0,,AutoCAD SHX Text,,138
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",512.0,149.0,521.0,162.0,,AutoCAD SHX Text,,137
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",498.0,160.0,507.0,173.0,,AutoCAD SHX Text,,139
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",491.0,159.0,501.0,174.0,,AutoCAD SHX Text,,140
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",485.0,146.0,495.0,162.0,,AutoCAD SHX Text,,136
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",479.0,147.0,489.0,162.0,,AutoCAD SHX Text,,135
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",466.0,180.0,476.0,195.0,,AutoCAD SHX Text,,133
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",466.0,163.0,476.0,178.0,,AutoCAD SHX Text,,134
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",418.0,200.0,428.0,215.0,,AutoCAD SHX Text,,178
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",420.0,185.0,430.0,200.0,,AutoCAD SHX Text,,179
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",420.0,157.0,430.0,171.0,,AutoCAD SHX Text,,181
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",420.0,137.0,430.0,152.0,,AutoCAD SHX Text,,180
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",416.0,126.0,426.0,141.0,,AutoCAD SHX Text,,174
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",442.0,80.0,452.0,95.0,,AutoCAD SHX Text,,173
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",435.0,71.0,444.0,86.0,,AutoCAD SHX Text,,172
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",431.0,58.0,441.0,72.0,,AutoCAD SHX Text,,171
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",450.0,44.0,460.0,59.0,,AutoCAD SHX Text,,169
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",395.0,94.0,405.0,109.0,,AutoCAD SHX Text,,175
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",380.0,101.0,389.0,116.0,,AutoCAD SHX Text,,176
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",395.0,117.0,405.0,132.0,,AutoCAD SHX Text,,177
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",550.0,83.0,558.0,96.0,,AutoCAD SHX Text,,164
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",504.0,58.0,513.0,75.0,,AutoCAD SHX Text,,166.2
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",494.0,78.0,504.0,93.0,,AutoCAD SHX Text,,168
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",496.0,58.0,506.0,73.0,,AutoCAD SHX Text,,167
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",391.0,157.0,401.0,172.0,,AutoCAD SHX Text,,182
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",377.0,165.0,387.0,180.0,,AutoCAD SHX Text,,184
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",376.0,147.0,386.0,162.0,,AutoCAD SHX Text,,183
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",382.0,186.0,392.0,202.0,,AutoCAD SHX Text,,188
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",368.0,207.0,378.0,222.0,,AutoCAD SHX Text,,187
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",353.0,197.0,363.0,212.0,,AutoCAD SHX Text,,186
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",357.0,214.0,366.0,229.0,,AutoCAD SHX Text,,185
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",358.0,149.0,368.0,164.0,,AutoCAD SHX Text,,189
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",359.0,161.0,368.0,176.0,,AutoCAD SHX Text,,190
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",343.0,156.0,352.0,170.0,,AutoCAD SHX Text,,191
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",337.0,144.0,347.0,159.0,,AutoCAD SHX Text,,192
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",324.0,144.0,334.0,159.0,,AutoCAD SHX Text,,193
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",195.0,154.0,205.0,170.0,,AutoCAD SHX Text,,228
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",197.0,170.0,207.0,186.0,,AutoCAD SHX Text,,229
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",182.0,161.0,191.0,177.0,,AutoCAD SHX Text,,230
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",408.0,516.0,418.0,527.0,,AutoCAD SHX Text,,91
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",423.0,506.0,433.0,518.0,,AutoCAD SHX Text,,90
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",295.0,521.0,305.0,536.0,,AutoCAD SHX Text,,103
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",291.0,504.0,301.0,519.0,,AutoCAD SHX Text,,104
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",311.0,500.0,320.0,515.0,,AutoCAD SHX Text,,105
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",332.0,513.0,342.0,529.0,,AutoCAD SHX Text,,106
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",299.0,492.0,308.0,506.0,,AutoCAD SHX Text,,90.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",308.0,430.0,317.0,445.0,,AutoCAD SHX Text,,107
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",321.0,435.0,331.0,450.0,,AutoCAD SHX Text,,108
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",343.0,404.0,352.0,420.0,,AutoCAD SHX Text,,94.3
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",307.0,355.0,316.0,369.0,,AutoCAD SHX Text,,95.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",362.0,355.0,371.0,371.0,,AutoCAD SHX Text,,95.4
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",315.0,406.0,325.0,421.0,,AutoCAD SHX Text,,109
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",344.0,353.0,353.0,369.0,,AutoCAD SHX Text,,95.3
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",345.0,379.0,354.0,392.0,,AutoCAD SHX Text,,113
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",330.0,366.0,340.0,382.0,,AutoCAD SHX Text,,95.2
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",449.0,250.0,458.0,265.0,,AutoCAD SHX Text,,144
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",442.0,267.0,451.0,282.0,,AutoCAD SHX Text,,143
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",435.0,248.0,445.0,263.0,,AutoCAD SHX Text,,145
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",415.0,222.0,425.0,238.0,,AutoCAD SHX Text,,146
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",324.0,250.0,334.0,265.0,,AutoCAD SHX Text,,160
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",321.0,229.0,331.0,244.0,,AutoCAD SHX Text,,162
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",284.0,249.0,294.0,265.0,,AutoCAD SHX Text,,163
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",445.0,60.0,455.0,75.0,,AutoCAD SHX Text,,170
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",365.0,134.0,374.0,152.0,,AutoCAD SHX Text,,153.1
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",12.0,368.0,21.0,383.0,,AutoCAD SHX Text,,194
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",28.0,380.0,37.0,395.0,,AutoCAD SHX Text,,195
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",61.0,381.0,71.0,396.0,,AutoCAD SHX Text,,196
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",59.0,335.0,68.0,350.0,,AutoCAD SHX Text,,197
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",54.0,313.0,64.0,328.0,,AutoCAD SHX Text,,198
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",69.0,320.0,78.0,335.0,,AutoCAD SHX Text,,199
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",105.0,335.0,115.0,351.0,,AutoCAD SHX Text,,220
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",150.0,337.0,160.0,351.0,,AutoCAD SHX Text,,221
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",153.0,322.0,163.0,337.0,,AutoCAD SHX Text,,222
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",94.0,265.0,104.0,279.0,,AutoCAD SHX Text,,201
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",110.0,264.0,119.0,279.0,,AutoCAD SHX Text,,200
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",113.0,249.0,123.0,265.0,,AutoCAD SHX Text,,202
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",107.0,237.0,117.0,253.0,,AutoCAD SHX Text,,203
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",129.0,259.0,139.0,275.0,,AutoCAD SHX Text,,204
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",136.0,244.0,146.0,260.0,,AutoCAD SHX Text,,205
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",151.0,246.0,161.0,262.0,,AutoCAD SHX Text,,225
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",156.0,261.0,166.0,277.0,,AutoCAD SHX Text,,223
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",163.0,257.0,173.0,273.0,,AutoCAD SHX Text,,224
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",136.0,213.0,146.0,229.0,,AutoCAD SHX Text,,226
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",150.0,222.0,160.0,238.0,,AutoCAD SHX Text,,227
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",197.0,251.0,207.0,266.0,,AutoCAD SHX Text,,231
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",209.0,243.0,219.0,259.0,,AutoCAD SHX Text,,232
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",153.0,412.0,162.0,427.0,,AutoCAD SHX Text,,219
BX-FM_10-30-2025-Model.pdf,1,"(4, 'Square')",146.0,428.0,156.0,443.0,,AutoCAD SHX Text,,218
