swmm_conduit_id,excel_pipe_id,upstream_node,downstream_node,diameter_in,shape,length_ft,slope_ftft,invert_in_ft,invert_out_ft,losses,confidence,inferred_flag,notes
C110,,J103,J103,30.0,CIRCULAR,97.0,0.0016658011341795676,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C111,,J102,J103,24.0,CIRCULAR,315.0,0.0006915633398150015,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C112,,J102,J102,24.0,CIRCULAR,567.0,0.0005420319644359443,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C113,,J102,J102,24.0,CIRCULAR,38.0,0.000524005070280014,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C114,,J102,J102,18.0,CIRCULAR,89.0,0.0008702498935041312,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C115,,J103,J103,24.0,CIRCULAR,111.0,0.0027301911775758823,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C116,,J103,J103,24.0,CIRCULAR,935.0,0.002022247205417474,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C117,,J103,J103,18.0,CIRCULAR,73.0,0.0007031200920084267,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C118,,J103,J104,18.0,CIRCULAR,196.0,0.00035390124175094684,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C119,,J106,J107,30.0,CIRCULAR,552.0,0.0010374367274563823,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C120,,J105,J106,30.0,CIRCULAR,777.0,0.0007991859489436151,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C121,,J105,J105,18.0,CIRCULAR,467.0,0.0022175567378144518,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C122,,J105,J105,18.0,CIRCULAR,51.0,0.0012014026673284849,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C123,,J105,J105,18.0,CIRCULAR,48.0,0.00019925146029201962,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C124,,J105,J105,24.0,CIRCULAR,39.0,0.0007506685170758302,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C125,,J108,J108,18.0,CIRCULAR,13.0,0.0006070851284646076,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C126,,J108,J108,18.0,CIRCULAR,26.0,0.0003617796648470357,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C127,,J108,J108,18.0,CIRCULAR,36.0,0.00043506969797113093,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C128,,J108,J108,18.0,CIRCULAR,39.0,0.00027647701498946227,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C129,,J109,J110,24.0,CIRCULAR,554.0,0.000575554823080784,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C130,,J109,J109,18.0,CIRCULAR,259.0,0.002174752687516884,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C131,,J109,J109,18.0,CIRCULAR,369.0,7.956586210553248e-05,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C132,,J110,J110,18.0,CIRCULAR,659.0,0.0002815494379255359,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C133,,J115,J117,30.0,CIRCULAR,1329.0,0.00031772722315316914,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C134,,J113,J115,24.0,CIRCULAR,27.0,0.0003258105623815511,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C135,,J113,J113,24.0,CIRCULAR,133.0,0.00019816150861810507,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C136,,J113,J113,24.0,CIRCULAR,18.0,3.5348128105540276e-05,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C137,,J112,J113,18.0,CIRCULAR,572.0,0.00013002250227881415,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C138,,J114,J115,24.0,CIRCULAR,71.0,0.00021641086167299727,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C139,,J114,J114,18.0,CIRCULAR,120.0,0.000348791401254571,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C140,,J114,J115,18.0,CIRCULAR,241.0,0.00018463454913449122,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C141,,J116,J117,18.0,CIRCULAR,890.0,0.0009391318559840044,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C142,,J118,J119,18.0,CIRCULAR,188.0,0.0007831624392243962,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C143,,J120,J121,24.0,CIRCULAR,178.0,5.537139251061441e-05,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C144,,J129,J130,36.0,CIRCULAR,284.0,0.0007726266262143748,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C145,,J128,J129,30.0,CIRCULAR,629.0,0.0014872474583239022,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C146,,J127,J128,30.0,CIRCULAR,700.0,0.0012347798316348663,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C147,,J124,J127,24.0,CIRCULAR,662.0,0.0013680185049615278,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C148,,J123,J124,24.0,CIRCULAR,394.0,0.001223155624588311,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C149,,J122,J123,24.0,CIRCULAR,26.0,0.000940479239476747,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C150,,J126,J127,24.0,CIRCULAR,270.0,0.0008970830633315024,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C151,,J125,J126,18.0,CIRCULAR,105.0,0.00031515680884627964,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C152,,J100,J132,54.0,CIRCULAR,376.0,0.0007080861853201833,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C153,,J098,J100,48.0,CIRCULAR,656.0,0.0013428084677440104,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C154,,J096,J098,48.0,CIRCULAR,338.0,0.0012411151374628006,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C155,,J095,J096,48.0,CIRCULAR,554.0,0.0010642991700755544,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C156,,J095,J095,42.0,CIRCULAR,944.0,0.0020118848789034195,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C157,,J089,J095,36.0,CIRCULAR,296.0,0.0021680859479075196,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C158,,J088,J089,36.0,CIRCULAR,650.0,0.00192278234420315,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C159,,J083,J088,30.0,CIRCULAR,961.0,0.001273398520966323,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C160,,J083,J083,30.0,CIRCULAR,46.0,0.0011432082935699374,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C161,,J082,J083,30.0,CIRCULAR,509.0,0.0010263046021247919,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C162,,J081,J082,30.0,CIRCULAR,401.0,0.001028031665628705,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C163,,J081,J081,24.0,CIRCULAR,79.0,0.002228123810397731,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
C164,,J080,J081,24.0,CIRCULAR,802.0,0.0013230400958433757,,,0/0/0,0.9,0,Row-order mapped from extracted links when available
