canonical_node_id,excel_id_raw,excel_id_norm,pdf_label_raw,pdf_label_norm,match_method,confidence,evidence,pdf_file,page,x,y
N_1368,108.3,1083,136.8,1368,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,220.5,312.0
N_1369,136.2,1362,136.9,1369,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,177.5,234.0
N_1371,27.1,271,137.1,1371,C_fuzzy_char_overlap,0.767,char_overlap=0.667,BX-FM_10-30-2025-Model2.pdf,1,231.0,125.0
N_1372,27.1,271,137.2,1372,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,200.0,120.5
N_1371,27.1,271,137.1,1371,C_fuzzy_char_overlap,0.767,char_overlap=0.667,BX-FM_10-30-2025-Model2.pdf,1,211.0,334.5
N_1031,103.4,1034,103.1,1031,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,452.0,682.5
N_1032,103.4,1034,103.2,1032,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,469.0,638.5
N_1658,156,156,165.8,1658,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,227.5,273.0
N_1659,156,156,165.9,1659,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,228.5,290.0
N_1660,106,106,166.0,1660,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,230.0,192.5
N_1661,106,106,166.1,1661,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,236.0,156.0
N_1242,102.4,1024,124.2,1242,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,460.5,376.0
N_1241,102.4,1024,124.1,1241,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,461.0,333.0
N_1051,103.4,1034,105.1,1051,C_fuzzy_char_overlap,0.767,char_overlap=0.667,BX-FM_10-30-2025-Model2.pdf,1,481.0,392.0
N_1090,109.2,1092,109.0,1090,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,337.5,620.0
N_1091,109.2,1092,109.1,1091,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,331.0,685.0
N_1092,109.2,1092,109.2,1092,A_exact_norm,0.98,excel_norm=1092,BX-FM_10-30-2025-Model2.pdf,1,287.0,697.0
N_1290,109.2,1092,129.0,1290,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,361.0,633.0
N_1291,109.2,1092,129.1,1291,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,367.0,667.0
N_1280,102.4,1024,128.0,1280,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,312.5,579.5
N_1281,128,128,128.1,1281,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,307.5,571.5
N_1282,128,128,128.2,1282,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,316.5,568.0
N_1270,27.1,271,127.0,1270,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,312.5,536.0
N_1272,27.1,271,127.2,1272,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,315.5,549.0
N_1271,27.1,271,127.1,1271,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,307.5,551.5
N_1011,103.4,1034,101.1,1011,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,645.5,456.5
N_1305,103.4,1034,130.5,1305,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,256.0,578.0
N_1304,103.4,1034,130.4,1304,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,254.0,545.5
N_1103,103.4,1034,110.3,1103,C_fuzzy_char_overlap,0.9,char_overlap=1.000,BX-FM_10-30-2025-Model2.pdf,1,222.0,612.0
N_1081,108.1,1081,108.1,1081,A_exact_norm,0.98,excel_norm=1081,BX-FM_10-30-2025-Model2.pdf,1,352.5,532.0
N_1084,103.4,1034,108.4,1084,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,370.5,538.0
N_1082,102.4,1024,108.2,1082,C_fuzzy_char_overlap,0.8,char_overlap=0.750,BX-FM_10-30-2025-Model2.pdf,1,321.5,590.0
N_1083,108.3,1083,108.3,1083,A_exact_norm,0.98,excel_norm=1083,BX-FM_10-30-2025-Model2.pdf,1,345.0,580.0
