"""c""",(cfs),(fps),(ft),(ft_ft),(in),0.003042372881355911,0.5082000000000001,1180,20,32.108971468560014,4.5276000000000005,4.980360000000001,424.23,427.7,8,"8_mhd-r_1.1c=0.462_9.8_(t5613,_upper_half)",9.8,area,b_p,base,base_ca,board,col_1,col_10,col_11,col_12,col_14,col_15,col_16,col_17,col_18,col_2,col_23,col_3,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_4,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_5,col_6,col_7,col_8,col_9,delta_fb,description,dia,dist.,dn_strm,egl_elev.,elev,f_s,freebrd,hgl,hgl_elev.,hl,i,inlet,jct,jct_area,keystroke,length,location,loss,losses,macro_or_dialog_box,mca,modules,name,q,r_g,slope,soffit_elev.,source_row,source_sheet,stream_jct,t56013,t_c,t_p,t_t,tc,type,userforms,vel,worksheet_formulas
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Inlets that had elevation and/or length attributes changed.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,312,DI TABLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Font,nan,Revised Inlet boundaries and elevations- From Gis Posting Check 9/13/2019 by YP.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,315,DI TABLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Co. SPR 7969 Edits,nan,nan,Tract 5613 inlets ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,317,DI TABLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Vista Ranch_07-01-2024,nan,nan,Tract 6039 inlets,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,318,DI TABLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,2.5881802237403817,1.4646069794530072,0.0333085963394792,0.0006070851284646076,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,392.531213128033,400.45,nan,nan,nan,392.49790453169356,nan,nan,nan,nan,nan,nan,nan,nan,0.017884685571883663,0.009992578901843763,nan,nan,nan,nan,nan,nan,nan, ,336,HYDRAULICS,108.3,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,2.1910340936752863,1.2398687681720773,0.0238707230169028,0.00043506969797113093,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,392.5361521684932,400.45,nan,nan,nan,392.5122814454763,nan,nan,nan,nan,nan,nan,nan,nan,0.02282372603203157,0.0071612169050708566,nan,nan,nan,nan,nan,nan,nan, ,341,HYDRAULICS,108.1,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,5.427290028255439,1.7275560314029281,0.0463423888452893,0.000575554823080784,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,392.6072140276635,400.82,nan,nan,nan,392.5608716388182,nan,nan,nan,nan,nan,nan,nan,nan,0.3327600886403412,0.013902716653586807,nan,nan,nan,nan,nan,nan,nan, ,346,HYDRAULICS,109.2,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan, , ,0.1193209255346147, , ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan,nan,nan,nan,nan, ,349,HYDRAULICS, ,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,4.083403167739977,1.2997845581041434,0.0262335387808382,0.0003258105623815511,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.6,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3658557949632608,nan,nan,nan,nan,391.5603777438176,395,nan,nan,nan,391.53414420503674,nan,nan,nan,nan,nan,nan,nan,nan,0.016666946818553352,0.007870061634251474,nan,nan,nan,nan,nan,nan,nan,388.79,360,HYDRAULICS,113.2,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,3.184559235610066,1.0136743174210803,0.0159555220776256,0.00019816150861810507,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,391.5915198810871,393.48,nan,nan,nan,391.5755643590095,nan,nan,nan,nan,nan,nan,nan,nan,0.031142137269495673,0.0047866566232876995,nan,nan,nan,nan,nan,nan,nan, ,362,HYDRAULICS,113.1,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,18.53963619829212,2.6228158614565995,0.1068193019116199,0.0007726266262143748,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.5,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.4465083878349674,nan,nan,nan,nan,388.1533276897466,391.6,nan,nan,nan,388.046508387835,nan,nan,nan,nan,nan,nan,nan,nan,0.25147175241836844,0.03204579057348598,nan,nan,nan,nan,nan,nan,nan,384.52,389,HYDRAULICS,129,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,15.818234177118184,3.222456669644652,0.1612457606791506,0.0014872474583239022,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.63,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.2565571888965268,nan,nan,nan,nan,389.2178029495757,392.93,nan,nan,nan,389.05655718889653,nan,nan,nan,nan,nan,nan,nan,nan,1.064475259829055,0.1289966085433205,nan,nan,nan,nan,nan,nan,nan,384.69,391,HYDRAULICS,128,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,7.911895454166293,2.5184286523320263,0.0984857589578711,0.001223155624588311,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.35875313191093,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1003902464388488,nan,nan,nan,nan,393.64934238060806,401.51,nan,nan,nan,393.5508566216502,nan,nan,nan,nan,nan,nan,nan,nan,0.7608566216502002,0.27893330556240564,nan,nan,nan,nan,nan,nan,nan,392.79,404,HYDRAULICS,123,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,6.775728727654577,2.156776396630563,0.072231124612775,0.0008970830633315024,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.51,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0280780855432656,nan,nan,nan,nan,390.58030921015603,394.49,nan,nan,nan,390.5080780855433,nan,nan,nan,nan,nan,nan,nan,nan,0.26388176448333817,0.02166933738383252,nan,nan,nan,nan,nan,nan,nan,388.88,411,HYDRAULICS,126,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan, , ,0.2518124041755307, , ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan,nan,nan,nan,nan, ,421,HYDRAULICS, ,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,31.056650860624668,4.393607059477785,0.2997481831225625,0.0021680859479075196,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.33,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.9959995004994812,nan,nan,nan,nan,392.76574768362207,399.3,nan,nan,nan,392.4659995004995,nan,nan,nan,nan,nan,nan,nan,nan,0.7316778955173945,0.08992445493676875,nan,nan,nan,nan,nan,nan,nan,388.6,433,HYDRAULICS,89,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,13.868486438812377,2.8252582508403115,0.1239454065829387,0.0011432082935699374,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.6805111950126275,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,397.4434342115703,402.5,nan,nan,nan,397.3194888049874,nan,nan,nan,nan,nan,nan,nan,nan,0.08977120347909874,0.03718362197488162,nan,nan,nan,nan,nan,nan,nan,395.93,440,HYDRAULICS,83,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,13.140277023990713,2.676908993937502,0.1112708348109237,0.0010263046021247919,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.752066330315756,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,397.99920450449514,406.14,nan,nan,nan,397.88793366968423,nan,nan,nan,nan,nan,nan,nan,nan,0.5557702929247962,0.033381250443277125,nan,nan,nan,nan,nan,nan,nan,395.93,442,HYDRAULICS,82,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,13.151328593604026,2.6791603959468353,0.1114580811678571,0.001028031665628705,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.144321877732523,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,399.66713620343535,406.2,nan,nan,nan,399.55567812226747,nan,nan,nan,nan,nan,nan,nan,nan,0.44567812226746784,0.03343742435035715,nan,nan,nan,nan,nan,nan,nan,399.11,444,HYDRAULICS,81.1,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,10.678477611078158,3.3990570445244965,0.1794035526697454,0.002228123810397731,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.460157153177647,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,400.1992463994921,405.98,nan,nan,nan,400.01984284682237,nan,nan,nan,nan,nan,nan,nan,nan,0.22984284682234438,0.05382106580092363,nan,nan,nan,nan,nan,nan,nan,399.79,446,HYDRAULICS,81,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan, , ,0.0414470671038431, , ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan,nan,nan,nan,nan, ,451,HYDRAULICS, ,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,11.472014869790863,6.491817259310677,0.6544051448491303,0.011927240264932939,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.203850496597511,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1737538919686585,nan,nan,nan,nan,392.9243085402203,396.8,nan,nan,nan,392.26990339537116,nan,nan,nan,nan,nan,nan,nan,nan,0.6853383943169895,0.19632154345473907,nan,nan,nan,nan,nan,nan,nan,389.55,503,HYDRAULICS,93,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan, , ,0.0845131831069681, , ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan,nan,nan,nan,nan, ,508,HYDRAULICS, ,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,30.481924543450848,2.425668810753346,0.0913644282525085,0.00045031052104478153,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.23622933354244,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0901703743188022,nan,nan,nan,nan,382.6353054690289,387.19,nan,nan,nan,382.54394104077636,nan,nan,nan,nan,nan,nan,nan,nan,0.2739410407763765,0.13704664237876288,nan,nan,nan,nan,nan,nan,nan, ,524,HYDRAULICS,156,nan,nan,nan,nan,nan,OUTFALL,nan,nan,nan
nan, , ,0.154072565044337, , ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan,nan,nan,nan,nan, ,532,HYDRAULICS, ,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,23.050746380020193,3.261005910649944,0.1651267010759917,0.0011943654720362354,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2685783323275928,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.5719969727491048,nan,nan,nan,nan,385.52854534149753,388.56,nan,nan,nan,385.3634186404215,nan,nan,nan,nan,nan,nan,nan,nan,1.1527627231995043,0.17338303612979133,nan,nan,nan,nan,nan,nan,nan,384.07,536,HYDRAULICS,145,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,15.044873383294208,3.064909270851889,0.1458644229589108,0.0013453779584145867,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.601792451598726,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.09227251719949,nan,nan,nan,nan,389.1963444885597,392.06,nan,nan,nan,389.05048006560077,nan,nan,nan,nan,nan,nan,nan,nan,1.1362062291203177,0.04375932688767324,nan,nan,nan,nan,nan,nan,nan,385.9,548,HYDRAULICS,138,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan, , ,0.0669243376226332, , ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan, , ,nan,nan,nan,nan,nan,nan,nan, ,553,HYDRAULICS, ,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,2.2718417692650705,1.285596451498215,0.0256639477656025,0.0004677531549933029,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,390.1906387902329,397.76,nan,nan,nan,390.1649748424673,nan,nan,nan,nan,nan,nan,nan,nan,0.017522000584540117,0.007699184329680755,nan,nan,nan,nan,nan,nan,nan, ,563,HYDRAULICS,136.2,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,1.4460953517189146,0.8183206585286561,0.0103982717418443,0.0001895197285370251,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.5720074057832676,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.6378341451172105,nan,nan,nan,nan,388.10622501107576,390.53,nan,nan,nan,388.0958267393339,nan,nan,nan,nan,nan,nan,nan,nan,0.04608675163640071,0.005719049458014369,nan,nan,nan,nan,nan,nan,nan,385.9,569,HYDRAULICS,140,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,4.108424244239724,1.3077489954926547,0.0265560160747212,0.00032981560757781864,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.4108790428831526,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.279226602223332,nan,nan,nan,nan,384.5649035754149,388.17,nan,nan,nan,384.5383475593402,nan,nan,nan,nan,nan,nan,nan,nan,0.18912095711688665,0.021244812859776984,nan,nan,nan,nan,nan,nan,nan,384.07,581,HYDRAULICS,153,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,4.556666783778305,2.5785398997132702,0.1032432921492751,0.0018817204615513285,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.253166796200958,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.2025393261487806,nan,nan,nan,nan,384.4726158220971,387.92,nan,nan,nan,384.36937252994784,nan,nan,nan,nan,nan,nan,nan,nan,0.09683320379907906,0.030972987644782547,nan,nan,nan,nan,nan,nan,nan,384.07,588,HYDRAULICS,151,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,1.0455867164568549,0.8520187147089218,0.0112722964318981,0.00026198755305082653,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.038719061846166,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,387.54255323458574,394.07,nan,nan,nan,387.5312809381538,nan,nan,nan,nan,nan,nan,nan,nan,0.06128093815380212,0.0033816889295694543,nan,nan,nan,nan,nan,nan,nan,387.47,597,HYDRAULICS,147,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,42.935795232979906,3.4167140336914237,0.1812722793171415,0.000893441967640573,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.336406635875335,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,383.3248656434418,392.98,nan,nan,nan,383.1435933641247,nan,nan,nan,nan,nan,nan,nan,nan,0.8735933641246909,0.36254455863428314,nan,nan,nan,nan,nan,nan,nan, ,605,HYDRAULICS,184,nan,nan,nan,nan,nan,OUTFALL,nan,nan,nan
nan,11.919905465577752,3.794214879544739,0.2235414060894207,0.0027762991429412347,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.160519167087159,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,400.82,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,4.184673419472207,0.12294777334918142,nan,nan,nan,nan,nan,nan,nan, ,619,HYDRAULICS,169,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,18.109908274050245,3.6893115913522276,0.2113512425168618,0.0019493944952280852,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.643502738428992,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,396.5,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,1.3694996845578757,0.06340537275505856,nan,nan,nan,nan,nan,nan,nan, ,631,HYDRAULICS,172,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,12.914085531439984,2.6308297492110997,0.1074730616356232,0.0009912759075503324,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.605915896499198,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,395,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,0.4337086610485716,0.03224191849068697,nan,nan,nan,nan,nan,nan,nan, ,633,HYDRAULICS,171,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,10.181450701617292,2.0741432547221375,0.0668023329364804,0.0006161501514919146,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.354766009637899,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,#VALUE!,393.75,nan,nan,nan,#VALUE!,nan,nan,nan,nan,nan,nan,nan,nan,0.3219542741119823,0.020040699880944136,nan,nan,nan,nan,nan,nan,nan, ,638,HYDRAULICS,174,nan,nan,nan,nan,nan,INLET JUNCTION,nan,nan,nan
nan,26.820566193614738,3.794325070539391,0.2235543903870147,0.0016169743794341477,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.654685175706504,nan,nan,nan,nan, ,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan, ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,383.7888692146805,392.72,nan,nan,nan,383.5653148242935,nan,nan,nan,nan,nan,nan,nan,nan,1.2953148242935155,0.5029973783707833,nan,nan,nan,nan,nan,nan,nan, ,643,HYDRAULICS,182.2,nan,nan,nan,nan,nan,OUTFALL,nan,nan,nan
